,William Berger PhD,Justin Johnson,Thomas Ruiz,Jenna Torres,Ronald Lewis,Allison Schmidt,Eric Vargas,Nichole Jefferson,Jessica Ramirez,Bryan Jones,Samuel Roberson,Kyle Murray,Dylan Wall,Justin Sanchez,Benjamin Carpenter,Kathleen Duncan,Lindsey Sanders,Erik Petersen,Alejandra Lopez,Amy Murphy,Morgan Kennedy DDS,Brett Hutchinson,Susan Riley MD,George Davila,Roy Vasquez,Eric Wallace,Rachel Duran,Ryan Moreno,Pamela Larson,Brooke Franklin,Victor Fox,Michelle Rivera,Emily Benitez,James Harper,Linda Gomez,Rebecca Kelly,Molly Bailey,Joshua Maynard,Earl Carney,Shaun Holmes,Matthew Gill,Karen Edwards,John Stuart,Jessica Oconnor,Philip Barnes,Evan Hunt,Robert Bridges DDS,Randy Woodard,Tony Jones,Sydney Gutierrez,Dustin Henry,Melissa Chen,Colin Guzman,Sharon Smith,Michael Rice,Philip Sims,Dennis Williams,Isaac Shaw,Matthew Stewart,Alexandra Christensen,Rebecca Ballard,Michael Baker,Christina Ross,Colleen Howard,Jonathan Jennings,Jason Mccall,Sean Boone,Andrea Cole,Pamela Macdonald,Diana Reyes,Susan Flores,Stephanie Shannon,Jamie Key,Jessica Potter,Barry Vaughn,Jill Stone,Melissa Gray,Dustin Hall,Kelly Collins,Robert Gill
Pamela Larson,0.8090909090909091,0.34099055066797,0.3966149345471125,0.314940653698035,1.0,1.0,0.5357493857493858,0.6843725055432373,0.8425512934879572,0.662677374083892,0.8090909090909091,0.8090909090909091,0.5742971673071089,0.4957983193277311,0.4706883664467343,0.5940733555062824,0.5806772428092679,0.6826177042469725,0.7672287390029325,0.5742971673071089,0.6655447192257814,0.5612980769230769,0.6187517106549365,0.38718933694106195,0.4669553139738868,0.3378218631218287,0.6571428571428571,0.7888636363636363,0.0,0.7672287390029325,0.45671198179499894,0.5940733555062824,1.0,0.5450617283950617,0.5940733555062824,0.43239459815546777,0.5565811930072356,0.7112088628217661,0.8090909090909091,0.6826177042469725,0.7288673020527858,0.6101092170051218,0.7288673020527858,0.8768328445747801,0.525595238095238,0.6843725055432373,0.48282437376864623,0.6592739103332322,0.8090909090909091,0.6325722664432342,0.7209254709254709,0.6843725055432373,0.752039627039627,0.5727617476609412,0.6709534368070954,0.604789972899729,0.49080882352941174,0.5815340909090909,0.6843725055432373,0.38303677326257973,0.7646825396825397,0.6931624922696352,0.2882386363636364,0.3584316729433266,0.7288673020527858,0.5118798043326345,0.7007936507936507,0.5546268847006652,0.5940733555062824,0.501649560117302,0.8090909090909091,0.3966149345471125,0.5413224991854023,0.5055423816806746,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.6655447192257814,0.746482683982684
Brooke Franklin,0.74631217838765,0.2950191570881226,0.4413521879571027,0.3434446057087566,0.6630200501253133,0.74631217838765,0.4941796856891196,0.6312708864996024,0.6544378870250311,0.74631217838765,0.7513636363636363,0.74631217838765,0.7485344827586207,0.4515502255790823,0.4416158020426961,0.6478404326281684,0.611001073972772,0.687109529621322,1.0,0.7485344827586207,0.584620503144192,0.5333782408056434,0.6478404326281684,0.4360555057435417,0.4346230158730159,0.440314401622718,0.6630200501253133,0.7276543739279587,0.5526693322463179,0.0,0.46049547836375926,0.6478404326281684,0.74631217838765,0.6240740740740741,0.6478404326281684,0.4045481832009595,0.4323153055781673,0.6619642857142857,0.74631217838765,0.6296522432008855,0.95,0.687109529621322,0.95,0.6262513904338153,0.6017857142857144,0.74631217838765,0.44536121481182517,0.6081197336993626,0.74631217838765,0.45179564595582383,0.4779880418696207,0.74631217838765,0.6936876017064695,0.4647168803418803,0.6295112886806397,0.5674344810468543,0.45579044117647055,0.5400426136363636,0.74631217838765,0.4010440773412471,0.423310044515233,0.6393788433040454,0.2658737135506003,0.3593727901860811,0.95,0.5132238231413501,0.8023809523809524,0.5115924476007195,0.6478404326281684,0.4340185676392572,0.74631217838765,0.4413521879571027,0.7055555555555555,0.5115273662872291,0.2898453136615772,0.7586206896551724,0.4341202709153837,0.4400115546218487,0.584620503144192,0.6885618312505104
Victor Fox,0.58147512864494,0.23418114091102596,0.3994829448989041,0.26758841952486445,0.5965825123152709,0.58147512864494,0.42889445479962723,0.5205950378469302,0.5098929986244211,0.58147512864494,0.58147512864494,0.58147512864494,0.7424137931034482,0.351816884558283,0.40268614401006186,0.5047527158376215,0.4760500208613416,0.5353484958437789,0.5269075670498085,0.7424137931034482,0.455496094152795,0.41557164705381094,0.5238966666666667,0.33974446436924993,0.601010101010101,0.4907505988820868,0.4959352728962862,0.5669382504288165,0.4306019389370301,0.5269075670498085,0.0,0.5965825123152709,0.58147512864494,0.6186781609195402,0.5965825123152709,0.3151961252703408,0.33683035759825036,0.6021800766283525,0.58147512864494,0.5192601787755278,0.5067140406763049,0.5353484958437789,0.7424137931034482,0.5231031412969678,0.5965825123152709,0.58147512864494,0.34699483296071887,0.4738050786579728,0.58147512864494,0.3773815519356696,0.43009152863678723,0.58147512864494,0.5404736772661302,0.49278846153846156,0.49047190729197176,0.44210592754512446,0.3527330743618202,0.41793524871355064,0.58147512864494,0.3243169841269841,0.3298140774320019,0.4981600273042322,0.2071505145797599,0.5656108597285068,0.5067140406763049,0.40051953059109857,0.4834212262491203,0.4218988952551163,0.5047527158376215,0.36275234946049423,0.58147512864494,0.3994829448989041,0.37176256119625367,0.40825851527984014,0.26002432528595587,0.6021800766283525,0.3906195021111893,0.5656108597285068,0.455496094152795,0.5364800294045577
Michelle Rivera,0.733974358974359,0.34099055066797,0.3641853966276791,0.28257215237824657,1.0,0.733974358974359,0.434295903045903,0.5735741088180113,0.6436189071113246,0.5725921515268884,0.733974358974359,0.733974358974359,0.5742971673071089,0.5798319327731092,0.4300108136544307,0.5757828418594548,0.5726351351351351,0.5721034059748882,0.7672287390029325,0.5742971673071089,0.611125921976362,0.5612980769230769,0.6187517106549365,0.3345543158069035,0.4669553139738868,0.3378218631218287,0.6571428571428571,0.7156250000000001,0.5906959971150378,0.7672287390029325,0.45671198179499894,0.0,0.733974358974359,0.5743525480367585,0.873015873015873,0.392250789669268,0.5439236111111111,0.7112088628217661,0.6140350877192983,0.5721034059748882,0.7288673020527858,0.5271701779682649,0.7288673020527858,0.8768328445747801,0.6235827664399093,0.6140350877192983,0.43799863062633965,0.6434370322082187,0.733974358974359,0.6325722664432342,0.7209254709254709,0.6140350877192983,0.733974358974359,0.5727617476609412,0.6086616635397124,0.5486408606073241,0.44524179864253394,0.5275440705128206,0.6140350877192983,0.38303677326257973,0.45169491525423733,0.6288088151927439,0.2614783653846154,0.3368070778240034,0.7288673020527858,0.4809975069409031,0.6156097262952103,0.4715401785714286,0.5757828418594548,0.501649560117302,0.733974358974359,0.3641853966276791,0.5413224991854023,0.6140350877192983,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.539687028657617,0.6771787240537241
Emily Benitez,0.8090909090909091,0.26614486326681447,0.3966149345471125,0.314940653698035,0.7405337179949514,1.0,0.5357493857493858,0.6843725055432373,0.8425512934879572,0.662677374083892,0.8090909090909091,0.8090909090909091,0.5740970192869667,0.41407412100095026,0.4706883664467343,0.5940733555062824,0.5806772428092679,0.6826177042469725,0.7007936507936507,0.5740970192869667,0.6655447192257814,0.4891108756271676,0.5940733555062824,0.38718933694106195,0.3795965608465608,0.3377041289923333,0.6519548605438208,0.7888636363636363,0.7405337179949514,0.7007936507936507,0.3789821583813108,0.5940733555062824,0.0,0.5450617283950617,0.5940733555062824,0.43239459815546777,0.5565811930072356,0.5781547619047618,0.8090909090909091,0.6826177042469725,0.6657539682539682,0.6101092170051218,0.6657539682539682,0.6493242864530512,0.525595238095238,0.6843725055432373,0.48282437376864623,0.6592739103332322,0.8090909090909091,0.4684410923697012,0.5338696193817002,0.6843725055432373,0.752039627039627,0.424149386520643,0.6709534368070954,0.604789972899729,0.49080882352941174,0.5815340909090909,0.6843725055432373,0.36775969626579386,0.566273204196933,0.6931624922696352,0.2882386363636364,0.3584316729433266,0.6657539682539682,0.5118798043326345,0.7007936507936507,0.5546268847006652,0.5940733555062824,0.3964297199243846,0.8090909090909091,0.3966149345471125,0.4944488536155202,0.4690734996127691,0.3227663841936062,0.6843725055432373,0.4848732677347896,0.38430287114845935,0.6655447192257814,0.746482683982684
James Harper,0.8414634146341464,0.3288123167155425,0.5775325410299943,0.38723215167374353,0.9642857142857143,0.8414634146341464,0.5571852340145024,0.8414634146341464,0.7378755901742783,0.7014600677739198,0.8414634146341464,0.8414634146341464,0.584888040992259,0.5591236494597839,0.5189819509643174,0.7534722222222222,0.6889007910349375,0.8393058161350845,0.7813775510204082,0.5865384615384616,0.618723098995696,0.6203467214209402,0.7534722222222222,0.4098493009626027,0.4502783384748194,0.3515628692599707,0.8016046213093712,0.8204268292682927,0.6231320309957519,0.7813775510204082,0.44040083958803466,0.9642857142857143,0.8414634146341464,0.0,0.9642857142857143,0.4496951219512196,0.5244977678571429,0.6858085462924173,0.8414634146341464,0.8393058161350845,0.7423086734693878,0.7222872167700968,0.7423086734693878,0.8455173858399665,0.9642857142857143,0.8414634146341464,0.5443794689792575,0.6856520936460995,0.8414634146341464,0.6099803997845472,0.6951781326781327,0.8414634146341464,0.7821294559099438,0.5523059709587648,0.7397946251976592,0.6668426552128899,0.5104465566714491,0.6048018292682927,0.8414634146341464,0.4664351851851852,0.4772800522648083,0.7208965903434547,0.29977134146341466,0.4051911035538645,0.7423086734693878,0.578657407983225,0.7813775510204082,0.6819359756097562,0.7534722222222222,0.5027978098290599,0.8414634146341464,0.5775325410299943,0.5513052721088435,0.6598883572567783,0.42029013097776424,0.8455173858399665,0.6313775510204082,0.45586097488848915,0.618723098995696,0.776350174216028
Linda Gomez,0.733974358974359,0.34099055066797,0.3799556190986804,0.28257215237824657,1.0,0.733974358974359,0.434295903045903,0.5735741088180113,0.6436189071113246,0.5725921515268884,0.733974358974359,0.733974358974359,0.5742971673071089,0.5798319327731092,0.4300108136544307,0.5757828418594548,0.5726351351351351,0.5721034059748882,0.7672287390029325,0.5742971673071089,0.611125921976362,0.5612980769230769,0.6187517106549365,0.3345543158069035,0.4669553139738868,0.3378218631218287,0.6571428571428571,0.7156250000000001,0.5906959971150378,0.7672287390029325,0.45671198179499894,1.0,0.733974358974359,0.6578947368421053,0.0,0.392250789669268,0.5439236111111111,0.7112088628217661,0.6140350877192983,0.5721034059748882,0.7288673020527858,0.5271701779682649,0.7288673020527858,0.8768328445747801,0.7142857142857143,0.6140350877192983,0.43799863062633965,0.6434370322082187,0.733974358974359,0.6325722664432342,0.7209254709254709,0.6140350877192983,0.733974358974359,0.5727617476609412,0.6086616635397124,0.5486408606073241,0.44524179864253394,0.5275440705128206,0.6140350877192983,0.38303677326257973,0.45169491525423733,0.6288088151927439,0.2614783653846154,0.3368070778240034,0.7288673020527858,0.4809975069409031,0.6156097262952103,0.4715401785714286,0.614247311827957,0.501649560117302,0.733974358974359,0.3799556190986804,0.5413224991854023,0.6140350877192983,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.539687028657617,0.6771787240537241
Rebecca Kelly,0.6490384615384616,0.25240384615384615,0.4168979365286666,0.2986803176580505,0.5634014423076923,0.6490384615384616,0.42976871101871106,0.5489915572232645,0.5691389899128526,0.5410509302018737,0.6490384615384616,0.6490384615384616,0.42509921046087534,0.3926955397543633,0.38405596082874854,0.5634014423076923,0.5313636954261954,0.6490384615384616,0.5679086538461539,0.42509921046087534,0.5522281027795733,0.46385815863073226,0.5634014423076923,0.3161254014531781,0.3456439393939394,0.27116784857217635,0.5229866939863731,0.6328125,0.4806348650448002,0.5679086538461539,0.3094245515860388,0.5634014423076923,0.6490384615384616,0.42117827119883045,0.5634014423076923,0.0,0.37596768344069514,0.5264423076923077,0.6490384615384616,0.5475838865637177,0.5395132211538461,0.6490384615384616,0.5395132211538461,0.535789815023686,0.40613619008458646,0.6490384615384616,0.38731319957132654,0.5288579066793702,0.6490384615384616,0.38653408083851626,0.4061704501157626,0.6490384615384616,0.6032729289940829,0.34998678793872073,0.5474613039399625,0.493475536468105,0.39371818438914025,0.4664963942307693,0.6490384615384616,0.34877232142857145,0.3681361607142857,0.5560427295918368,0.23121995192307693,0.3125324356425083,0.5395132211538461,0.4463306512245192,0.4556790865384616,0.44491190783302065,0.5634014423076923,0.37596211630917165,0.6490384615384616,0.4168979365286666,0.4006911057692307,0.44485530916451976,0.2479773607921929,0.6490384615384616,0.368893801510989,0.34992929864253397,0.5522281027795733,0.5988152472527473
Molly Bailey,1.0,0.3888888888888889,0.5265266531713899,0.4601889338731444,0.8680555555555556,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8336192109777016,1.0,1.0,0.6549676724137931,0.6050420168067226,0.5917306655731829,0.8680555555555556,0.8186936936936937,0.8436848030018762,0.875,0.6549676724137931,0.7352941176470589,0.7146851629273505,0.8680555555555556,0.4870672852019336,0.5325476992143658,0.417799351874168,0.8057869062901156,0.975,0.7405337179949514,0.875,0.476743012814045,0.8680555555555556,1.0,0.6489265215507906,0.8680555555555556,0.5344202898550725,0.0,0.8111111111111111,1.0,0.8436848030018762,0.8312499999999999,0.8197115384615384,0.8312499999999999,0.8255131964809383,0.625750574352548,1.0,0.596749226006192,0.8148329228837703,1.0,0.5955488060326769,0.6258033601783601,1.0,0.9294871794871795,0.5392389028981771,0.8434959349593496,0.7603178635953025,0.6066176470588235,0.71875,1.0,0.5373677248677249,0.5672023809523808,0.85671768707483,0.35625,0.4815314563973461,0.8312499999999999,0.6876798181829629,0.7020833333333334,0.6854939024390244,0.8680555555555556,0.5792601495726496,1.0,0.5265266531713899,0.617361111111111,0.6854066985645934,0.45223880597014926,1.0,0.5683697089947091,0.5391503267973856,0.7352941176470589,0.9226190476190477
Joshua Maynard,0.8095833333333333,0.3888888888888889,0.4753735144312394,0.3725612910481332,0.8255131964809383,0.8095833333333333,0.5360754504504505,0.6847890243902439,0.7099200862325304,0.674884219554031,0.8095833333333333,0.8095833333333333,0.6549676724137931,0.4898319327731092,0.4790552846702893,0.8095833333333333,0.6628007695195195,0.7651538461538462,0.875,0.6549676724137931,0.5952818627450981,0.6665439703525641,0.87,0.39432155631139876,0.6565656565656566,0.38527510141987825,0.6523516495507061,0.78934375,0.5995237558600793,0.875,0.429981347409004,0.8095833333333333,0.8095833333333333,0.6052148310591294,0.8095833333333333,0.4326577596618358,0.46896630696437125,0.0,0.8095833333333333,0.7651538461538462,0.8312499999999999,0.6636247996794872,0.8312499999999999,0.8255131964809383,0.5836000156641605,0.8095833333333333,0.5432730263157894,0.6596751538179857,0.8095833333333333,0.5955488060326769,0.5951334899282112,0.8095833333333333,0.752497329059829,0.5392389028981771,0.6828802506775068,0.6155406704023636,0.49110753676470587,0.5818880208333334,0.8095833333333333,0.5385714285714286,0.4591975942460316,0.6935843608276645,0.2884140625,0.38983984157501816,0.8312499999999999,0.5567341194706237,0.7020833333333334,0.6216875000000001,0.8095833333333333,0.5805576923076924,0.8095833333333333,0.4753735144312394,0.617361111111111,0.5765550239234449,0.3820688225538972,1.0,0.5405145929339478,0.6647058823529411,0.5952818627450981,0.746937003968254
Earl Carney,1.0,0.3289430894308943,0.4843614565605988,0.38925249333464995,0.8057869062901156,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8190394511149228,1.0,1.0,0.5974985388661601,0.5117770034843205,0.5817496663948402,0.7342479674796748,0.6924950560316414,0.8436848030018762,0.7401219512195122,0.5974985388661601,0.7352941176470589,0.604519059763915,0.7342479674796748,0.47854861869120013,0.45045741972571235,0.3699448529411764,0.8057869062901156,0.975,0.7405337179949514,0.7401219512195122,0.4684049148533055,0.7342479674796748,1.0,0.608421052631579,0.7342479674796748,0.5344202898550725,0.5792687270789969,0.6860813008130081,0.0,0.8436848030018762,0.7137343788287185,0.754067571579364,0.7137343788287185,0.7065404251634738,0.5866917293233083,0.8458536585365853,0.596749226006192,0.8148329228837703,1.0,0.5097184495822203,0.5809123048827799,0.8458536585365853,0.9294871794871795,0.4615239166890297,0.8292682926829269,0.7474932249322493,0.6066176470588235,0.71875,0.8458536585365853,0.4545344560588463,0.5672023809523808,0.85671768707483,0.35625,0.4073051440941455,0.7137343788287185,0.581676490111833,0.7007936507936507,0.6854939024390244,0.7342479674796748,0.4899693167604753,1.0,0.4843614565605988,0.5221971544715446,0.5797537635663438,0.3567164179104478,0.8458536585365853,0.5275985695947185,0.4560422764227642,0.7352941176470589,0.9226190476190477
Shaun Holmes,0.8814363143631436,0.3427807889190003,0.5527757825083801,0.40562723778384885,0.7718639281129654,0.8814363143631436,0.617117117117117,0.8102439024390244,0.7729276512212044,0.7347822449064971,0.8814363143631436,0.8814363143631436,0.5773122911994206,0.5333060053289608,0.6183466633820972,0.7651356895513399,0.7216263519617179,1.0,0.7712567750677507,0.5773122911994206,0.7322135585003232,0.6299494559407066,0.7651356895513399,0.42931879271525447,0.4694068812180826,0.36826352085927677,0.7718639281129654,0.859400406504065,0.6527333110511055,0.7712567750677507,0.4202186041131928,0.7651356895513399,0.8814363143631436,0.5828070175438597,0.7651356895513399,0.5066802536231884,0.5319444444444444,0.714942788316772,0.8814363143631436,0.0,0.7326939363143631,0.8605769230769231,0.7326939363143631,0.7276373093642959,0.5619924812030075,0.8814363143631436,0.6486068111455108,0.7182233283684181,0.8814363143631436,0.5249383446128134,0.5564563658652234,0.8814363143631436,0.8192837537349733,0.4753047511317943,0.8814363143631436,0.7945169000301113,0.5346948230511717,0.6335323509485095,0.8814363143631436,0.47365542686511525,0.4999527761646663,0.7551420805449552,0.31401168699186993,0.42443931217679354,0.7326939363143631,0.6061459644011075,0.6188417457091238,0.8125,0.7651356895513399,0.5105809312967595,0.8814363143631436,0.5527757825083801,0.5441645024089129,0.6041423542225853,0.34769456289978673,0.8814363143631436,0.5223214285714285,0.475226676939972,0.7322135585003232,0.8132299328945671
Matthew Gill,0.7855917667238421,0.3055079092814942,0.46458125048116067,0.3615206375881649,0.6819372975033352,0.7855917667238421,0.5201891428306522,0.6644956699995815,0.6888819863421382,0.7855917667238421,0.7909090909090909,0.7855917667238421,0.7879310344827586,0.4753160269253498,0.4648587389923117,0.6819372975033352,0.6431590252344969,0.7232731890750758,0.6873927958833619,0.7879310344827586,0.6153900033096757,0.5614507797954142,0.6819372975033352,0.4590057955195176,0.41961085955338834,0.4634888438133874,0.6330195593153909,0.7659519725557461,0.5817571918382294,0.6873927958833619,0.4847320824881677,0.6819372975033352,0.7855917667238421,0.6566091954022988,0.6819372975033352,0.4258401928431152,0.45506874271386033,0.6390996168582376,0.7855917667238421,0.6627918349483006,0.0,0.7232731890750758,1.0,0.6485163704773066,0.6331588669950738,0.7855917667238421,0.4688012787492897,0.6401260354730133,0.7855917667238421,0.4678582387014854,0.49162596734423486,0.7855917667238421,0.7301974754804943,0.4236216424140053,0.6626434617690945,0.5972994537335309,0.47977941176470584,0.5684659090909091,0.7855917667238421,0.4221516603592075,0.4455895205423506,0.6730303613726794,0.2798670668953688,0.3782871475642959,1.0,0.5402356033066843,0.5515508862206976,0.5385183658954943,0.6819372975033352,0.4550620042954948,0.7855917667238421,0.46458125048116067,0.4849938059843719,0.5384498592497148,0.30015012132021424,0.7855917667238421,0.4465065638414695,0.42481327473518143,0.6153900033096757,0.7248019276321163
Karen Edwards,1.0,0.3888888888888889,0.642331635540464,0.4601889338731444,0.8680555555555556,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8336192109777016,1.0,1.0,0.6549676724137931,0.6050420168067226,0.5917306655731829,0.8680555555555556,0.8186936936936937,1.0,0.875,0.6549676724137931,0.8508403361344538,0.7146851629273505,0.8680555555555556,0.4870672852019336,0.5325476992143658,0.417799351874168,0.8057869062901156,0.975,0.7405337179949514,0.875,0.476743012814045,0.8680555555555556,1.0,0.6489265215507906,0.8680555555555556,0.5887681159420289,0.5792687270789969,0.8111111111111111,1.0,0.8436848030018762,0.8312499999999999,0.0,0.8312499999999999,0.8255131964809383,0.625750574352548,1.0,0.596749226006192,0.8148329228837703,1.0,0.5955488060326769,0.6258033601783601,1.0,0.9294871794871795,0.5392389028981771,0.8434959349593496,0.7603178635953025,0.6066176470588235,0.71875,1.0,0.5373677248677249,0.5672023809523808,0.85671768707483,0.35625,0.4815314563973461,0.8312499999999999,0.6876798181829629,0.7020833333333334,0.6854939024390244,0.8680555555555556,0.5792601495726496,1.0,0.642331635540464,0.617361111111111,0.6854066985645934,0.3820688225538972,1.0,0.5683697089947091,0.5391503267973856,0.8508403361344538,0.9226190476190477
John Stuart,0.5525126156433978,0.2485387398893146,0.37921317708434965,0.25426019154439766,0.6331588669950738,0.5525126156433978,0.4551898881640261,0.5525126156433978,0.4844958975713292,0.46058513070787543,0.5525126156433978,0.5525126156433978,0.7879310344827586,0.36712572960218565,0.4273747510743109,0.5174043981481482,0.45233859411345745,0.5510959166289275,0.5592121647509579,0.7879310344827586,0.40625927620838076,0.42598799607149224,0.5560166666666667,0.2691108197412492,0.41961085955338834,0.4634888438133874,0.5263409654287106,0.5386998002523129,0.4091542215015209,0.5592121647509579,0.4847320824881677,0.6331588669950738,0.5525126156433978,0.6566091954022988,0.6331588669950738,0.29527395220072894,0.3443900573429803,0.6390996168582376,0.5525126156433978,0.5510959166289275,0.5312515565134099,0.47426042825277903,0.0,0.5551744904150354,0.6331588669950738,0.5525126156433978,0.35744456512000095,0.450205469534867,0.5525126156433978,0.4005187395137041,0.4564603543590612,0.5525126156433978,0.513553392745466,0.3626491792071199,0.48575595361398016,0.4378550192992682,0.3351639028719141,0.39711844249369216,0.5525126156433978,0.3442007936507937,0.3133864710991629,0.47334733015367625,0.19683261932296048,0.3777600703238883,0.6346153846153846,0.5394828791055206,0.5130596850809289,0.4477654322610036,0.5174043981481482,0.3710341987179488,0.5525126156433978,0.37921317708434965,0.3945552495742869,0.4332887633137179,0.27596636473683656,0.6390996168582376,0.41456830577058407,0.42481327473518143,0.40625927620838076,0.5097586632424206
Jessica Oconnor,0.7214285714285714,0.3888888888888889,0.41534187374594844,0.30218860273904136,1.0,0.7214285714285714,0.43481675425425426,0.6526829268292682,0.6326175608512807,0.6530231560891937,0.7214285714285714,0.7214285714285714,0.6549676724137931,0.4957983193277311,0.41969083075627756,0.6566620370370371,0.537605068610277,0.6510093808630393,0.875,0.6549676724137931,0.696969696969697,0.5612980769230769,0.7056666666666667,0.38154856752559896,0.5325476992143658,0.38527510141987825,0.6571428571428571,0.7033928571428572,0.5906959971150378,0.875,0.5208655043213868,0.6566620370370371,0.7214285714285714,0.5460648148148148,0.6566620370370371,0.385546066252588,0.41790101024984777,0.8111111111111111,0.6566620370370371,0.6510093808630393,0.8312499999999999,0.6012208384186567,0.8312499999999999,0.0,0.5265625,0.6566620370370371,0.4406547880116959,0.5350698469856996,0.7214285714285714,0.7214285714285714,0.7209254709254709,0.6566620370370371,0.6103589446818614,0.6532165750915752,0.5982578397212543,0.5392629694154084,0.43763130252100835,0.5185267857142857,0.6566620370370371,0.43684126984126986,0.45169491525423733,0.7142857142857142,0.2570089285714286,0.31620342705529253,0.8312499999999999,0.4515732302372837,0.7020833333333334,0.5289451219512195,0.6566620370370371,0.5721153846153846,0.7214285714285714,0.41534187374594844,0.617361111111111,0.5765550239234449,0.43585643212508884,1.0,0.6547619047619048,0.5391503267973856,0.5304621848739496,0.6656037414965986
Philip Barnes,0.7750320924261874,0.34099055066797,0.5319378667381526,0.3566611923310795,1.0,0.7750320924261874,0.513196926065989,0.7750320924261874,0.6796222541078878,0.6460816413707154,0.7750320924261874,0.7750320924261874,0.6065505610290093,0.5798319327731092,0.47800969167766083,0.6939875730994152,0.6345138864795477,0.7730448306507357,0.8103174603174603,0.6065505610290093,0.611125921976362,0.5713719802561291,0.6939875730994152,0.3774927772023972,0.4669553139738868,0.3567944476641231,0.7383200459428418,0.7556562901155327,0.5906959971150378,0.8103174603174603,0.45671198179499894,1.0,0.7750320924261874,0.9210526315789473,1.0,0.41419287548138645,0.5439236111111111,0.7112088628217661,0.7750320924261874,0.7730448306507357,0.7698015873015873,0.6652645417619313,0.7698015873015873,0.8768328445747801,0.0,0.7750320924261874,0.5014021424808951,0.6434370322082187,0.7750320924261874,0.6325722664432342,0.7209254709254709,0.7750320924261874,0.733974358974359,0.5727617476609412,0.681389786366265,0.614197182432925,0.47014814430265045,0.5570543164313222,0.7750320924261874,0.42961135477582846,0.45169491525423733,0.6639837016321292,0.2761051829268293,0.3732023322206646,0.7698015873015873,0.5329739284056019,0.8103174603174603,0.6280989249037228,0.6939875730994152,0.501649560117302,0.7750320924261874,0.5319378667381526,0.5717239858906525,0.6140350877192983,0.43585643212508884,0.8768328445747801,0.6547619047619048,0.4727447146991739,0.5698765385486673,0.7150593709884467
Evan Hunt,1.0,0.3888888888888889,0.5265266531713899,0.4601889338731444,0.8680555555555556,1.0,0.6621621621621622,0.8458536585365853,0.8768956289027654,0.8336192109777016,1.0,1.0,0.6549676724137931,0.6050420168067226,0.5917306655731829,0.8680555555555556,0.8186936936936937,0.8436848030018762,0.875,0.6549676724137931,0.7352941176470589,0.7146851629273505,0.8680555555555556,0.4870672852019336,0.5325476992143658,0.417799351874168,0.8057869062901156,0.975,0.7405337179949514,0.875,0.476743012814045,0.8680555555555556,1.0,0.6489265215507906,0.8680555555555556,0.5344202898550725,0.5792687270789969,0.8111111111111111,1.0,0.8436848030018762,0.8312499999999999,0.8197115384615384,0.8312499999999999,0.8255131964809383,0.625750574352548,0.0,0.596749226006192,0.8148329228837703,1.0,0.5955488060326769,0.6258033601783601,1.0,0.9294871794871795,0.5392389028981771,0.8434959349593496,0.7603178635953025,0.6066176470588235,0.71875,1.0,0.5373677248677249,0.5672023809523808,0.85671768707483,0.35625,0.4815314563973461,0.8312499999999999,0.6876798181829629,0.7020833333333334,0.6854939024390244,0.8680555555555556,0.5792601495726496,1.0,0.5265266531713899,0.617361111111111,0.6854066985645934,0.3820688225538972,1.0,0.5683697089947091,0.5391503267973856,0.7352941176470589,0.9226190476190477
Robert Bridges DDS,1.0,0.33466880341880345,0.5527757825083801,0.3960279767466003,0.7470285790598291,1.0,0.5698414760914762,0.7814634146341464,0.8768956289027654,0.7173934556010029,1.0,1.0,0.5974985388661601,0.5206851971557854,0.5817496663948402,0.7470285790598291,0.7045488998613999,1.0,0.7530048076923077,0.5974985388661601,0.7352941176470589,0.6150415584807487,0.7470285790598291,0.4191588656305102,0.4582982603815937,0.3699448529411764,0.744446726572529,0.975,0.7405337179949514,0.7530048076923077,0.5226453829395006,0.7470285790598291,1.0,0.5621052631578948,0.7470285790598291,0.5344202898550725,0.5792687270789969,0.6980235042735043,0.8605769230769231,0.7794596622889306,0.7153545673076923,0.8605769230769231,0.7153545673076923,0.7104176065869614,0.54203007518797,0.8605769230769231,0.0,0.7012264095970908,1.0,0.5125155590377364,0.5385519301534927,0.8605769230769231,0.7998952169625247,0.655448717948718,0.8292682926829269,0.7474932249322493,0.6066176470588235,0.71875,0.8605769230769231,0.46244626322751325,0.5672023809523808,0.85671768707483,0.35625,0.41439485911117774,0.7153545673076923,0.5918013819939921,0.7007936507936507,0.6333109756097561,0.7470285790598291,0.49849791718030906,1.0,0.5527757825083801,0.5312867254273503,0.5898451877070299,0.3567164179104478,0.8605769230769231,0.48912585533679287,0.4639803293112117,0.7352941176470589,0.9226190476190477
